annotation	node1	node2	node3	relevant_node	expected	taxonomy	type	organism	tax_id
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Joinjakaka virus	1272943
"None"	Retro-transcribing viruses	Caulimoviridae	unclassified Caulimoviridae				from_vog	Jujube mosaic-associated virus	2020956
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Kaeng Khoi virus	307164
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Kamese virus	200402
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Kasokero virus	1712570
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Kenkeme virus	765147
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Kern Canyon virus	380433
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Keuraliba virus	380440
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Khabarovsk orthohantavirus	1980475
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Kibale virus	1406344
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Arteriviridae	11		from_vog	Kibale red colobus virus 2	1936072
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Kigluaik phantom orthophasmavirus	1980539
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Klamath virus	909206
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Klebsiella phage Matisse	1675607
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	La Joya virus	1272946
"None"	Virus families not assigned to an order	Sinaivirus	Lake Sinai virus 1				from_vog	Lake Sinai virus 1	1041806
"None"	Virus families not assigned to an order	Sinaivirus	Lake Sinai virus 2				from_vog	Lake Sinai virus 2	1041831
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Landjia virus	1272947
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Lasius niger virus 1				from_vog	Lasius niger virus 1	2018503
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Le Dantec virus	318848
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Madrid virus	348013
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Manitoba virus	1272949
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Maporal virus	238817
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Marco virus	1158190
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Marituba virus	292278
"None"	unclassified archaeal viruses	Metallosphaera turreted icosahedral virus	Metallosphaera turreted icosahedral virus				from_vog	Metallosphaera turreted icosahedral virus	2023155
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales				from_vog	Morelia viridis nidovirus	2016400
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Morreton vesiculovirus	1972565
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Mosqueiro virus	200403
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Mount Elgon bat virus	380434
"None"	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae				from_vog	Murmansk poxvirus	2025359
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Avani	1168594
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Bethlehem	260121
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Boomer	546182
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Bron	861047
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Bruns	1089118
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Bxb1	148603
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Bxz2	205870
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Che12	373405
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Che8	205868
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Che9d	205876
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Courthouse	1089119
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus D29	28369
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Doom	1051138
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Drago	1074303
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Euphoria	1051140
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Faith1	1034125
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Fionnbarth	1097753
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Fruitloop	563119
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Halo	373407
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Jasper	540065
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus KBG	540066
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Kostya	546183
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Kugel	1089128
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus L5	31757
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium phage Obama12	1445715
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Larva	1056831
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Liefie	1074304
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Llij	373408
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Lockley	540067
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Omega	205879
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus PMC	373412
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Pacc40	563122
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Peaches	663557
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Perseus	1076136
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Porky	546185
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Pukovnik	540068
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Ramsey	563123
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus Rumpelstiltskin	1086751
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium virus SG4	1089132
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Myotis polyomavirus VM-2008				from_vog	Myotis polyomavirus VM-2008	563775
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Myrmica scabrinodis virus 1				from_vog	Myrmica scabrinodis virus 1	2018502
"None"	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae				from_vog	NY_014 poxvirus	2025360
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales	Marafivirus	3		from_vog	Nectarine marafivirus M	1778580
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Nkolbisson virus	380442
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Nova virus	660955
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Nyando virus	35316
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Oita virus	1272953
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Ord River virus	1620895
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Oriboca virus	192199
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Paenibacillus phage Vegas	1636261
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Pan troglodytes verus polyomavirus 1a				from_vog	Pan troglodytes verus polyomavirus 1a	928211
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Sebokele virus 1	1294177
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Ferret parechovirus	1394142
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Parry Creek virus	318845
"None"	ssDNA viruses	Geminiviridae	Curtovirus				from_vog	Pepper yellow dwarf virus - Mexico	1987360
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Phormidium phage MIS-PhV1A				from_vog	Phormidium phage MIS-PhV1A	1391455
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Phormidium phage MIS-PhV1B				from_vog	Phormidium phage MIS-PhV1B	1391456
"Not annotated"	dsRNA viruses	Picobirnaviridae	Picobirnavirus	Picobirnaviridae	2		from_vog	Picobirnavirus green monkey/KNA/2015	1961155
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales				from_vog	Picorna-like virus AWando15	1983535
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Pike fry sprivivirus	219584
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Pineapple bacilliform CO virus	2033633
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Sumatran orang-utan polyomavirus				from_vog	Sumatran orang-utan polyomavirus	1604875
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Bornean orang-utan polyomavirus				from_vog	Bornean orang-utan polyomavirus	1604874
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Porcine feces-associated gemycircularvirus	2017712
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Porcine pegivirus	1869278
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Porcine stool-associated circular virus/BEL/15V010	2017724
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Raccoon polyomavirus				from_vog	Raccoon polyomavirus	1219896
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Pseudomonas phage JBD18	HMP:9843
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Pseudomonas phage JBD25	HMP:9847
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Adelie penguin polyomavirus				from_vog	Adelie penguin polyomavirus	1590650
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Finch polyomavirus				from_vog	Finch polyomavirus	349564
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Qalyub orthonairovirus	1980527
"None"	dsDNA viruses, no RNA stage	Herpesvirales	Alloherpesviridae				from_vog	Ranid herpesvirus 3	1987509
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Reed chlorotic stripe virus	1959287
"None"	dsRNA viruses	Partitiviridae	Alphapartitivirus				from_vog	Rhizoctonia solani dsRNA virus 3	1825688
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tombusviridae				from_vog	Rice virus A	2021212
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Rochambeau virus	380435
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Squirrel monkey polyomavirus				from_vog	Squirrel monkey polyomavirus	452475
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella virus Stitch	1540099
"Not annotated"	unclassified viruses	Salmovirus WFRC1	Salmovirus WFRC1				from_vog	Salmovirus WFRC1	1981916
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Sangassou orthohantavirus	1980489
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Sena Madureira virus	1272957
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Canary polyomavirus				from_vog	Canary polyomavirus	881945
"None"	Satellites	Satellite Nucleic Acids	unclassified Satellite Nucleic Acids				from_vog	Sewage-associated circular DNA molecule-1	1592211
"None"	Satellites	Satellite Nucleic Acids	unclassified Satellite Nucleic Acids				from_vog	Sewage-associated circular DNA molecule-2	1595961
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Skunk amdoparvovirus	1961072
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Solenopsis invicta virus 4				from_vog	Solenopsis invicta virus 4	2018500
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Sripur virus	1620897
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 108PVL	360398
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus phage 11	12360
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 13	186153
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 187	55511
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 29	320846
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 37	320840
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 3a	215167
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 42e	320837
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 47	320839
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 52a	320847
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 53	320835
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 55	320845
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 69	320834
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 71	320844
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 77	259901
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 80	405947
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 80alpha	53369
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 85	59506
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 88	320848
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 92	320849
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus 96	320842
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus CNPH82	398839
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus EW	320841
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus IPLA35	575610
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus IPLA5	1197952
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus IPLA7	1197953
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus IPLA88	575608
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus PH15	399185
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus SAP26	872294
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus X2	320850
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phi12	186152
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiETA	106284
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiETA2	326036
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiETA3	326037
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiMR11	379501
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiMR25	487152
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiNM2	387908
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiNM4	387910
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Staphylococcus virus phiSLT	130478
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Streptomyces phage Lika	1327758
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Streptomyces virus phiBT1	225588
